company,meeting_date,meeting_type,motion_number,proposal,management_recommendation,hesta_vote,year,source
APA Group.,2020-10-22,Annual,3,Re-elect Shirley E. In't Veld,For,For,2020,glasslewis_detail
APA Group.,2020-10-22,Annual,4,Elect Rhoda Phillippo,For,For,2020,glasslewis_detail
APA Group.,2020-10-22,Annual,5,Equity Grant (CEO Robert Wheals),For,For,2020,glasslewis_detail
APA Group.,2020-10-22,Annual,6,Amendments to Constitution - Australian Pipeline Trust,For,For,2020,glasslewis_detail
APA Group.,2020-10-22,Annual,7,Amendments to Constitution - APT Investment Trust,For,For,2020,glasslewis_detail
APA Group.,2020-10-22,Annual,8,Elect Victoria Walker (non-board endorsed),Against,Against,2020,glasslewis_detail
APA Group.,2019-10-24,Annual,1,Remuneration Report,For,For,2019,glasslewis_detail
APA Group.,2019-10-24,Annual,2,Re-elect Steven Crane,For,For,2019,glasslewis_detail
APA Group.,2019-10-24,Annual,3,Re-elect Michael A. Fraser,For,For,2019,glasslewis_detail
APA Group.,2019-10-24,Annual,4,Elect James E. Fazzino,For,For,2019,glasslewis_detail
APA Group.,2019-10-24,Annual,5,Equity Grant (CEO Robert Wheals),For,For,2019,glasslewis_detail
APA Group.,2018-10-25,Annual,1,Remuneration Report,For,Against,2018,glasslewis_detail
APA Group.,2018-10-25,Annual,2,Re-elect Debra Lyn Goodin,For,For,2018,glasslewis_detail
APA Group.,2018-10-25,Annual,3,Re-elect Russell A. Higgins,For,For,2018,glasslewis_detail
APA Group.,2018-10-25,Annual,4,Elect Shirley E. In't Veld,For,For,2018,glasslewis_detail
APA Group.,2018-10-25,Annual,5,Elect Peter C. Wasow,For,For,2018,glasslewis_detail
APA Group.,2017-10-27,Annual,1,Remuneration Report,For,For,2017,glasslewis_detail
APA Group.,2017-10-27,Annual,2,Re-Elect Patricia McKenzie,For,For,2017,glasslewis_detail
APA Group.,2017-10-27,Annual,3,Re-Elect Michael A. Fraser,For,For,2017,glasslewis_detail
APA Group.,2016-10-27,Annual,1,Re-elect Steven Crane,For,For,2016,glasslewis_detail
APA Group.,2016-10-27,Annual,2,Re-elect John A. Fletcher,For,For,2016,glasslewis_detail
APM Human Services International Ltd,2024-09-18,Court,1,MDP Scheme,For,For,2024,glasslewis_detail
APM Human Services International Ltd,2024-09-18,Ordinary,1,Item 7 Transaction,For,For,2024,glasslewis_detail
APN Outdoor Group Limited,2018-10-15,Special,1,Merger,For,For,2018,glasslewis_detail
APN Outdoor Group Limited,2018-04-20,Annual,2,Remuneration Report,For,For,2018,glasslewis_detail
APN Outdoor Group Limited,2018-04-20,Annual,3,Re-elect Doug R. Flynn,For,For,2018,glasslewis_detail
APN Outdoor Group Limited,2018-04-20,Annual,4,Re-elect Lisa Chung,For,For,2018,glasslewis_detail
APN Outdoor Group Limited,2018-04-20,Annual,5,Equity Grant (MD/CEO James Warburton),For,For,2018,glasslewis_detail
APN Outdoor Group Limited,2017-04-20,Annual,2,Remuneration Report,For,For,2017,glasslewis_detail
APN Outdoor Group Limited,2017-04-20,Annual,3,Re-elect Jack B. Matthews,For,For,2017,glasslewis_detail
APN Outdoor Group Limited,2017-04-20,Annual,4,Approve Long Term Incentive Plan,For,For,2017,glasslewis_detail
APN Outdoor Group Limited,2017-04-20,Annual,5,Equity Grant (Executive director and CEO Richard Herring),For,For,2017,glasslewis_detail
APN Outdoor Group Limited,2017-04-20,Annual,6,Approve Increase in NEDs' Fee Cap,For,For,2017,glasslewis_detail
APN Outdoor Group Limited,2017-04-20,Annual,7,Renew Proportional Takeover Provisions,For,For,2017,glasslewis_detail
Appen Limited,2022-05-27,Annual,2,REMUNERATION REPORT,For,For,2022,glasslewis_detail
Appen Limited,2022-05-27,Annual,3,Elect Richard J. Freudenstein,For,For,2022,glasslewis_detail
Appen Limited,2022-05-27,Annual,4,Elect Stuart Davis,For,For,2022,glasslewis_detail
Appen Limited,2022-05-27,Annual,5,Re-elect Vanessa Liu,For,For,2022,glasslewis_detail
Appen Limited,2022-05-27,Annual,6,Equity Grant (MD/CEO Mark Brayan),For,For,2022,glasslewis_detail
Appen Limited,2022-05-27,Annual,7,Approve Amendments to Constitution,For,For,2022,glasslewis_detail
Appen Limited,2022-05-27,Annual,8,Renew Proportional Takeover Provisions,For,For,2022,glasslewis_detail
Appen Limited,2022-05-27,Annual,9,Board Spill,Against,Against,2022,glasslewis_detail
Appen Limited,2021-05-28,Annual,2,REMUNERATION REPORT,For,Against,2021,glasslewis_detail
Appen Limited,2021-05-28,Annual,3,Re-elect Stephen J. Hasker,For,For,2021,glasslewis_detail
Appen Limited,2021-05-28,Annual,4,Re-elect Robin J. Low,For,For,2021,glasslewis_detail
Appen Limited,2021-05-28,Annual,5,Equity Grant (MD/CEO Mark Brayan),For,Against,2021,glasslewis_detail
Appen Limited,2021-05-28,Annual,6,Approve Amendments to Constitution,For,For,2021,glasslewis_detail
Appen Limited,2021-05-28,Annual,7,Approve Increase in NEDs' Fee Cap,N/A,For,2021,glasslewis_detail
Appen Limited,2020-05-29,Annual,2,REMUNERATION REPORT,For,For,2020,glasslewis_detail
Appen Limited,2020-05-29,Annual,3,Elect Vanessa Liu,For,For,2020,glasslewis_detail
Appen Limited,2020-05-29,Annual,4,Re-elect Christopher (Chris) C. Vonwiller,For,For,2020,glasslewis_detail
Appen Limited,2020-05-29,Annual,5,Equity Grant (MD/CEO Mark Brayan),For,For,2020,glasslewis_detail
Appen Limited,2020-05-29,Annual,6,Approve Increase in NEDs' Fee Cap,N/A,For,2020,glasslewis_detail
Appen Limited,2019-05-31,Annual,2,REMUNERATION REPORT,For,For,2019,glasslewis_detail
Appen Limited,2019-05-31,Annual,4,Ratify Placement of Securities,For,Abstain,2019,glasslewis_detail
Appen Limited,2019-05-31,Annual,5,Equity Grant (MD/CEO Mark Brayan),For,For,2019,glasslewis_detail
Arafura Rare Earths Ltd,2024-10-17,Annual,1,REMUNERATION REPORT,For,For,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-10-17,Annual,2,Elect Michael J. Spreadborough,For,Against,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-10-17,Annual,3,Elect Roger J. Higgins,For,Against,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-10-17,Annual,4,Elect Ian L. Murray,For,Against,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-10-17,Annual,5,Appointment of Auditor,For,For,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-10-17,Annual,6,Ratify Placement of Securities,For,For,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-09-04,Ordinary,1,Ratify Placement of Securities (Tranche 1 Placement),For,For,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-09-04,Ordinary,2,Approve Issue of Securities (Tranche 2 Placement),For,For,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-09-04,Ordinary,3,Approve Issue of Securities (SPP),For,For,2024,glasslewis_detail
Arafura Rare Earths Ltd,2024-09-04,Ordinary,4,Approve Issue of Securities (Director SPP),N/A,For,2024,glasslewis_detail
ARB Corporation,2024-10-17,Annual,1,Remuneration Report,For,For,2024,glasslewis_detail
ARB Corporation,2024-10-17,Annual,2,Re-elect Roger G. Brown,For,Against,2024,glasslewis_detail
ARB Corporation,2024-10-17,Annual,3,Re-elect Karen L. Phin,For,For,2024,glasslewis_detail
ARB Corporation,2023-10-19,Annual,1,Remuneration Report,For,For,2023,glasslewis_detail
ARB Corporation,2023-10-19,Annual,2,Re-elect Andrew P. Stott,For,Against,2023,glasslewis_detail
ARB Corporation,2023-10-19,Annual,3,Appointment of Auditor,For,For,2023,glasslewis_detail
ARB Corporation,2022-10-28,Annual,1,Remuneration Report,For,For,2022,glasslewis_detail
ARB Corporation,2022-10-28,Annual,2,Re-elect Robert D. Fraser,For,For,2022,glasslewis_detail
ARB Corporation,2022-10-28,Annual,3,Re-elect Adrian R. Fitzpatrick,For,For,2022,glasslewis_detail
ARB Corporation,2022-10-28,Annual,4,Elect Shona Fitzpatrick,For,For,2022,glasslewis_detail
ARB Corporation,2022-10-28,Annual,5,Amendment to Constitution (Number of Directors),For,For,2022,glasslewis_detail
ARB Corporation,2022-10-28,Annual,6,Approve Increase in NEDs' Fee Cap,For,For,2022,glasslewis_detail
ARB Corporation,2022-10-28,Annual,7,Adopt New Constitution,For,For,2022,glasslewis_detail
ARB Corporation,2021-10-14,Annual,2,Remuneration Report,For,For,2021,glasslewis_detail
ARB Corporation,2020-10-15,Annual,2,Remuneration Report,For,For,2020,glasslewis_detail
ARB Corporation,2019-10-17,Annual,2,Remuneration Report,For,For,2019,glasslewis_detail
ARB Corporation,2018-10-18,Annual,2,Remuneration Report,For,For,2018,glasslewis_detail
Arcadium Lithium PLC,2024-12-23,Special,1,Advisory Vote on Golden Parachutes,For,Against,2024,glasslewis_detail
Arcadium Lithium PLC,2024-12-23,Special,2,Authority to Effect Scheme,For,For,2024,glasslewis_detail
Arcadium Lithium PLC,2024-12-23,Court,1,Scheme of Arrangement,For,For,2024,glasslewis_detail
Arcadium Lithium PLC,2024-07-26,Annual,2,Ratification of Auditor,For,For,2024,glasslewis_detail
Arcadium Lithium PLC,2024-07-26,Annual,3,Advisory Vote on Executive Compensation,For,For,2024,glasslewis_detail
Ardent Leisure Group,2018-11-20,Special,1,Amendments to Constitution of Trust,For,For,2018,glasslewis_detail
Ardent Leisure Group,2018-11-20,Special,2,Destapling of Stapled Securities,For,For,2018,glasslewis_detail
Ardent Leisure Group,2018-11-20,Special,3,Acquisition by NewCo of Trust Units,For,For,2018,glasslewis_detail
Ardent Leisure Group,2018-11-20,Special,1,Reorganization,For,For,2018,glasslewis_detail
Ardent Leisure Group,2018-11-20,Annual,1,REMUNERATION REPORT,For,For,2018,glasslewis_detail
Ardent Leisure Group,2018-11-20,Annual,2,Re-elect Don Morris,For,For,2018,glasslewis_detail
Ardent Leisure Group,2018-11-20,Annual,3,Re-elect Carl Bradford (Brad) Richmond,For,For,2018,glasslewis_detail
Ardent Leisure Group,2018-11-20,Annual,4,Elect Antonia (Toni) Korsanos,For,For,2018,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,1,REMUNERATION REPORT,For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,2,Re-elect Roger A. Davis,For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,3,Re-elect Don Morris,For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,4,Re-elect David Haslingden,For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,5,Elect Randy Garfield,For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,6,Elect Gary H. Weiss,For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,7,Elect Carl Bradford Richmond,For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,8,Equity Grant (MD/CEO Simon Kelly),For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-11-20,Annual,9,Appoint Auditor,For,For,2017,glasslewis_detail
Ardent Leisure Group,2017-09-04,Ordinary,1,Remove Additional Director(s),Against,For,2017,glasslewis_detail
Ardent Leisure Group,2017-09-04,Ordinary,2,Elect Dissident Nominee Gary Hilton Weiss,Against,Against,2017,glasslewis_detail
Ardent Leisure Group,2017-09-04,Ordinary,4,Elect Dissident Nominee Carl Bradford (Brad) Richmond,Against,For,2017,glasslewis_detail
Ardent Leisure Group,2016-10-27,Annual,1,REMUNERATION REPORT,For,Against,2016,glasslewis_detail
Ardent Leisure Group,2016-10-27,Annual,2,Re-elect Roger A. Davis,For,For,2016,glasslewis_detail
Ardent Leisure Group,2016-10-27,Annual,3,Re-elect Don Morris,For,For,2016,glasslewis_detail
Ardent Leisure Group,2016-10-27,Annual,4,Equity Compensation Plan,For,Against,2016,glasslewis_detail
Ardent Leisure Group,2016-10-27,Annual,5,Equity Grant- STI (MD/CEO Deborah Thomas),For,For,2016,glasslewis_detail
Ardent Leisure Group,2016-10-27,Annual,6,Equity Grant- LTI (MD/CEO Deborah Thomas),For,Against,2016,glasslewis_detail
Ardent Leisure Group,2016-10-27,Annual,7,Amendments to Articles - Change in Company Name,For,For,2016,glasslewis_detail
Ardent Leisure Group Limited,2020-11-18,Annual,1,REMUNERATION REPORT,For,For,2020,glasslewis_detail
Ardent Leisure Group Limited,2020-11-18,Annual,2,Re-elect Gary H. Weiss,For,For,2020,glasslewis_detail
Ardent Leisure Group Limited,2020-11-18,Annual,3,Re-elect Randy Garfield,For,For,2020,glasslewis_detail
Ardent Leisure Group Limited,2019-11-13,Annual,1,REMUNERATION REPORT,For,For,2019,glasslewis_detail
Ardent Leisure Group Limited,2019-11-13,Annual,2,Re-elect David Haslingden,For,For,2019,glasslewis_detail
Ardent Leisure Group Limited,2019-11-13,Annual,3,Appointment of Auditor,For,For,2019,glasslewis_detail
Arena REIT,2024-11-22,Annual,1,Remuneration Report,For,For,2024,glasslewis_detail
Arena REIT,2024-11-22,Annual,2,Elect Adam Tindall,For,For,2024,glasslewis_detail
Arena REIT,2024-11-22,Annual,3,Ratify Placement of Securities,For,For,2024,glasslewis_detail
Arena REIT,2024-11-22,Annual,4,Equity Grant - STI (MD/CEO Robert de Vos),For,For,2024,glasslewis_detail
Arena REIT,2024-11-22,Annual,5,Equity Grant - LTI (MD/CEO Robert de Vos),For,For,2024,glasslewis_detail
Arena REIT,2024-11-22,Annual,6,Equity Grant - STI (CFO Gareth Winter),For,For,2024,glasslewis_detail
Arena REIT,2024-11-22,Annual,7,Equity Grant - LTI (CFO Gareth Winter),For,For,2024,glasslewis_detail
Arena REIT,2023-11-23,Annual,1,Remuneration Report,For,For,2023,glasslewis_detail
Arena REIT,2023-11-23,Annual,2,Elect Helen Thornton,For,For,2023,glasslewis_detail
Arena REIT,2023-11-23,Annual,3,Re-elect David J. Ross,For,For,2023,glasslewis_detail
Arena REIT,2023-11-23,Annual,4,Equity Grant (MD/CEO Robert De Vos - STI),For,For,2023,glasslewis_detail
Arena REIT,2023-11-23,Annual,5,Equity Grant (MD/CEO Robert De Vos - LTI),For,For,2023,glasslewis_detail
Arena REIT,2023-11-23,Annual,6,Equity Grant (CFO Gareth Winter - STI),For,For,2023,glasslewis_detail
Arena REIT,2023-11-23,Annual,7,Equity Grant (CFO Gareth Winter - LTI),For,For,2023,glasslewis_detail
Arena REIT,2022-11-24,Annual,1,Remuneration Report,For,For,2022,glasslewis_detail
Arena REIT,2022-11-24,Annual,2,Re-elect Simon Parsons,For,For,2022,glasslewis_detail
Arena REIT,2022-11-24,Annual,3,Re-elect Rosemary Hartnett,For,For,2022,glasslewis_detail
Arena REIT,2022-11-24,Annual,4,Equity Grant (MD/CEO Robert De Vos - STI),For,For,2022,glasslewis_detail
Arena REIT,2022-11-24,Annual,5,Equity Grant (MD/CEO Robert De Vos - LTI),For,For,2022,glasslewis_detail
Arena REIT,2022-11-24,Annual,6,Equity Grant (CFO Gareth Winter - STI),For,For,2022,glasslewis_detail
Arena REIT,2022-11-24,Annual,7,Equity Grant (CFO Gareth Winter - LTI),For,For,2022,glasslewis_detail
Arena REIT,2021-11-25,Annual,1,Remuneration Report,For,For,2021,glasslewis_detail
Arena REIT,2021-11-25,Annual,2,Re-elect Dennis Wildenburg,For,For,2021,glasslewis_detail
Arena REIT,2021-11-25,Annual,3,Equity Grant (MD/CEO Robert De Vos - STI),For,For,2021,glasslewis_detail
Arena REIT,2021-11-25,Annual,4,Equity Grant (MD/CEO Robert De Vos - LTI),For,For,2021,glasslewis_detail
Arena REIT,2021-11-25,Annual,5,Equity Grant (CFO Gareth Winter - STI),For,For,2021,glasslewis_detail
Arena REIT,2021-11-25,Annual,6,Equity Grant (CFO Gareth Winter - LTI),For,For,2021,glasslewis_detail
Arena REIT,2021-11-25,Annual,7,Approve Increase in NEDs' Fee Cap,For,For,2021,glasslewis_detail
Aristocrat Leisure,2025-02-20,Annual,1,Re-elect Arlene Tansey,For,For,2025,glasslewis_detail
Aristocrat Leisure,2025-02-20,Annual,2,Re-elect Sylvia Summers Couder,For,For,2025,glasslewis_detail
Aristocrat Leisure,2025-02-20,Annual,3,Re-elect Kathleen Conlon,For,For,2025,glasslewis_detail
Aristocrat Leisure,2025-02-20,Annual,4,Elect Natasha Chand,For,For,2025,glasslewis_detail
Aristocrat Leisure,2025-02-20,Annual,5,Equity Grant (MD/CEO Trevor Croker),For,For,2025,glasslewis_detail
Aristocrat Leisure,2025-02-20,Annual,6,Remuneration Report,For,For,2025,glasslewis_detail
Aristocrat Leisure,2024-02-22,Annual,1,Re-elect Neil Chatfield,For,For,2024,glasslewis_detail
Aristocrat Leisure,2024-02-22,Annual,2,Elect Jennifer Aument,For,For,2024,glasslewis_detail
Aristocrat Leisure,2024-02-22,Annual,3,Equity Grant (MD/CEO Trevor Croker),For,For,2024,glasslewis_detail
Aristocrat Leisure,2024-02-22,Annual,4,Approve NED Rights Plan,For,For,2024,glasslewis_detail
Aristocrat Leisure,2024-02-22,Annual,5,Remuneration Report,For,For,2024,glasslewis_detail
Aristocrat Leisure,2023-02-24,Annual,1,Re-elect Philippe Etienne,For,For,2023,glasslewis_detail
Aristocrat Leisure,2023-02-24,Annual,2,Re-elect Pat Ramsey,For,For,2023,glasslewis_detail
Aristocrat Leisure,2023-02-24,Annual,3,Re-elect Kathleen Conlon,For,For,2023,glasslewis_detail
Aristocrat Leisure,2023-02-24,Annual,4,Elect Bill Lance,For,For,2023,glasslewis_detail
Aristocrat Leisure,2023-02-24,Annual,5,Elect Stephen Mayne (Non-Board Endorsed),Against,Against,2023,glasslewis_detail
Aristocrat Leisure,2023-02-24,Annual,6,Equity Grant (MD/CEO Trevor Croker),For,For,2023,glasslewis_detail
Aristocrat Leisure,2023-02-24,Annual,7,Remuneration Report,For,For,2023,glasslewis_detail
Aristocrat Leisure,2023-02-24,Annual,8,Renew Proportional Takeover Provisions,For,For,2023,glasslewis_detail
Aristocrat Leisure,2022-02-24,Annual,1,Re-elect Arlene Tansey,For,For,2022,glasslewis_detail
Aristocrat Leisure,2022-02-24,Annual,2,Re-elect Sylvia Summers Couder,For,For,2022,glasslewis_detail
Aristocrat Leisure,2022-02-24,Annual,3,Equity Grant (MD/CEO Trevor Croker),For,For,2022,glasslewis_detail
Aristocrat Leisure,2022-02-24,Annual,4,Approve Aristocrat Equity Scheme,For,For,2022,glasslewis_detail
Aristocrat Leisure,2022-02-24,Annual,5,Remuneration Report,For,For,2022,glasslewis_detail
Aristocrat Leisure,2022-02-24,Annual,6,Approve Increase in NEDs' Fee Cap,For,For,2022,glasslewis_detail
Aristocrat Leisure,2021-02-26,Annual,1,Re-elect Neil G. Chatfield,For,For,2021,glasslewis_detail
Aristocrat Leisure,2021-02-26,Annual,2,Equity Grant (MD/CEO Trevor Croker),For,For,2021,glasslewis_detail
Aristocrat Leisure,2021-02-26,Annual,3,Remuneration Report,For,For,2021,glasslewis_detail
Aristocrat Leisure,2021-02-26,Annual,4,Approve NED rights plan,For,For,2021,glasslewis_detail
Aristocrat Leisure,2020-02-20,Annual,1,Re-elect Kathleen Conlon,For,For,2020,glasslewis_detail
Aristocrat Leisure,2020-02-20,Annual,2,Re-elect Sylvia Summers Couder,For,For,2020,glasslewis_detail
Aristocrat Leisure,2020-02-20,Annual,3,Re-elect Pat Ramsey,For,For,2020,glasslewis_detail
Aristocrat Leisure,2020-02-20,Annual,4,Elect Philippe Etienne,For,For,2020,glasslewis_detail
Aristocrat Leisure,2020-02-20,Annual,5,Equity Grant (MD/CEO Trevor Croker),For,For,2020,glasslewis_detail
Aristocrat Leisure,2020-02-20,Annual,6,Approve SuperShare Plan,For,For,2020,glasslewis_detail
Aristocrat Leisure,2020-02-20,Annual,7,REMUNERATION REPORT,For,For,2020,glasslewis_detail
Aristocrat Leisure,2020-02-20,Annual,8,Renew Proportional Takeover Provisions,For,For,2020,glasslewis_detail
Aristocrat Leisure,2019-02-21,Annual,1,Re-elect Stephen W. Morro,For,For,2019,glasslewis_detail
Aristocrat Leisure,2019-02-21,Annual,2,Re-elect Arlene M. Tansey,For,For,2019,glasslewis_detail
Aristocrat Leisure,2019-02-21,Annual,3,Equity Grant (MD/CEO Trevor Croker),For,Against,2019,glasslewis_detail
Aristocrat Leisure,2019-02-21,Annual,4,REMUNERATION REPORT,For,For,2019,glasslewis_detail
Aristocrat Leisure,2018-02-22,Annual,1,Elect Neil G. Chatfield,For,For,2018,glasslewis_detail
Aristocrat Leisure,2018-02-22,Annual,2,Approve Increase in NEDs' Fee Cap,N/A,For,2018,glasslewis_detail
Aristocrat Leisure,2018-02-22,Annual,3,Equity Grant (MD/CEO Trevor Croker),For,For,2018,glasslewis_detail
Aristocrat Leisure,2018-02-22,Annual,4,Remuneration Report,For,For,2018,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,1,Elect Arlene Tansey,For,For,2017,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,2,Elect Sylvia Summers Couder,For,For,2017,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,3,Elect Pat Ramsey,For,For,2017,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,4,Re-elect David Banks,For,For,2017,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,5,Re-elect Kathleen Conlon,For,For,2017,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,6,Equity Grant (Incoming MD/CEO Trevor Croker),For,For,2017,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,7,Remuneration Report,For,For,2017,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,8,Amendments to Constitution,For,For,2017,glasslewis_detail
Aristocrat Leisure,2017-02-27,Annual,9,Renew Partial Takeover Provisions,For,For,2017,glasslewis_detail
ARN Media Ltd,2024-05-14,Annual,1,Accounts and Reports,For,For,2024,glasslewis_detail
